task_id,baseline_success,verify_success,repair_success,baseline_reward,verify_reward,repair_reward,baseline_steps,verify_steps,repair_steps,baseline_actions,verify_actions,repair_actions,baseline_vs_verify_first_diff_step,baseline_vs_verify_first_diff_prompt_sha_equal,baseline_vs_repair_first_diff_step,result_change_baseline_to_repair,reward_delta_baseline_to_repair,first_rule_risk_step,first_llm_verified_error_step,first_repair_hint_step,pre_repair_attempt_count,post_hint_created_count,repair_hint_applied_count,repair_hint_followed_count,repair_hint_ignored_count,notes
97,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,6,search[loose fit women's tops tees blouses short sleeve long sleeve color b1-wine size xx-large price less than 50.00 dollars] | click[next >] | click[next >] | click[b09krlgsc5] | click[x-large] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color b1-wine size xx-large price less than 50.00 dollars] | click[next >] | click[next >] | click[b09krlgsc5] | click[x-large] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color b1-wine size xx-large price less than 50.00 dollars] | click[next >] | click[next >] | click[b09krlgsc5] | click[x-large] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
98,True,True,False,0.6,0.6,0.0,15,15,6,search[bathing accessories for dry hair color pink purple size 26 inch x 10 inch price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09npzhtty] | click[back to search] | search[bathing accessories for dry hair color pink purple size 26 inch x 10 inch price lower than 40.00 dollars] | click[b098824k9t] | click[purple] | click[b09npzhtty] | click[b09npzhtty] | click[b09npzhtty] | click[b09npzhtty] | click[b09npzhtty] | click[buy now],search[bathing accessories for dry hair color pink purple size 26 inch x 10 inch price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09npzhtty] | click[back to search] | search[bathing accessories for dry hair color pink purple size 26 inch x 10 inch price lower than 40.00 dollars] | click[b098824k9t] | click[purple] | click[b09npzhtty] | click[b09npzhtty] | click[b09npzhtty] | click[b09npzhtty] | click[b09npzhtty] | click[buy now],search[bathing accessories for dry hair color pink purple size 26 inch x 10 inch price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[b099wh1rtm] | click[Buy Now],,,4,success_to_fail,-0.6,3,3,3,0,1,1,1,0,repair_harm; first_rule_risk=3; first_verified_error=3; first_hint=3
99,True,True,True,1.0,1.0,1.0,5,5,5,search[long lasting moisture wicking loose fit men's shorts elastic waistband quality materials polyester cotton short sleeve color: red size: medium price lower than 50.00 dollars] | click[b09q5zhrvm] | click[medium] | click[red] | click[buy now],search[long lasting moisture wicking loose fit men's shorts elastic waistband quality materials polyester cotton short sleeve color: red size: medium price lower than 50.00 dollars] | click[b09q5zhrvm] | click[medium] | click[red] | click[buy now],search[long lasting moisture wicking loose fit men's shorts elastic waistband quality materials polyester cotton short sleeve color: red size: medium price lower than 50.00 dollars] | click[b09q5zhrvm] | click[medium] | click[red] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
100,True,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,3,3,search[home office cabinets living room storage under 210] | click[b09f6scw47] | click[buy now],search[home office cabinets living room storage under 210] | click[b09f6scw47] | click[buy now],search[home office cabinets living room storage under 210] | click[b09f6scw47] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
101,True,True,True,0.8,0.8,0.8,3,3,3,search[high power non slip binoculars & scopes for bird watching 10x50 hd binoculars under 180.00 dollars] | click[b08yqkxlvg] | click[Buy Now],search[high power non slip binoculars & scopes for bird watching 10x50 hd binoculars under 180.00 dollars] | click[b08yqkxlvg] | click[Buy Now],search[high power non slip binoculars & scopes for bird watching 10x50 hd binoculars under 180.00 dollars] | click[b08yqkxlvg] | click[Buy Now],,,,success_to_success,0.0,,,,0,0,0,0,0,
102,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,6,search[mens sleep lounge long sleeve elastic waistband daily wear color multi 4 size medium price less than 70.00] | click[next >] | click[next >] | click[next >] | click[b09qgk5xhz] | click[buy now],search[mens sleep lounge long sleeve elastic waistband daily wear color multi 4 size medium price less than 70.00] | click[next >] | click[next >] | click[next >] | click[b09qgk5xhz] | click[buy now],search[mens sleep lounge long sleeve elastic waistband daily wear color multi 4 size medium price less than 70.00] | click[next >] | click[next >] | click[next >] | click[b09qgk5xhz] | click[buy now],,,,success_to_success,0.0,3,3,3,0,1,1,1,0,
103,True,True,True,0.5,0.5,0.5,6,6,5,search[space saving decorative mirrors for living room color ridge bronze price lower than 180.00 dollars] | click[b082kbn23s] | click[b082kbn23s] | click[b082kbn23s] | click[b082kbn23s] | click[buy now],search[space saving decorative mirrors for living room color ridge bronze price lower than 180.00 dollars] | click[b082kbn23s] | click[b082kbn23s] | click[b082kbn23s] | click[b082kbn23s] | click[buy now],search[space saving decorative mirrors for living room color ridge bronze price lower than 180.00 dollars] | click[b082kbn23s] | click[b082kbn23s] | click[b082kbn23s] | click[buy now],,,4,success_to_success,0.0,3,3,3,0,1,1,1,0,
104,True,True,True,0.7142857142857143,0.7142857142857143,0.7142857142857143,4,4,4,"search[hand wash, machine wash women's sweaters with long sleeve, unique design, coffee brown, large, under 60.00 dollars] | click[b09krlgsc5] | click[b09krlgsc5] | click[buy now]","search[hand wash, machine wash women's sweaters with long sleeve, unique design, coffee brown, large, under 60.00 dollars] | click[b09krlgsc5] | click[b09krlgsc5] | click[buy now]","search[hand wash, machine wash women's sweaters with long sleeve, unique design, coffee brown, large, under 60.00 dollars] | click[b09krlgsc5] | click[b09krlgsc5] | click[buy now]",,,,success_to_success,0.0,,,,0,0,0,0,0,
105,True,True,True,0.7142857142857143,0.7142857142857143,0.7142857142857143,3,3,3,search[slip resistant non slip men's loafers slip-ons rubber outsole rubber sole 228l.brown size 14 price less than 70.00 dollars] | click[b07s7hdc88] | click[buy now],search[slip resistant non slip men's loafers slip-ons rubber outsole rubber sole 228l.brown size 14 price less than 70.00 dollars] | click[b07s7hdc88] | click[buy now],search[slip resistant non slip men's loafers slip-ons rubber outsole rubber sole 228l.brown size 14 price less than 70.00 dollars] | click[b07s7hdc88] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
106,True,True,True,0.5,0.5,0.5,3,3,3,search[men's shorts drawstring closure elastic waist gym workout color #2 black size 30 price less than 50.00 dollars] | click[b09q5zhrvm] | click[buy now],search[men's shorts drawstring closure elastic waist gym workout color #2 black size 30 price less than 50.00 dollars] | click[b09q5zhrvm] | click[buy now],search[men's shorts drawstring closure elastic waist gym workout color #2 black size 30 price less than 50.00 dollars] | click[b09q5zhrvm] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
107,True,True,True,0.04000000000000001,0.04000000000000001,0.04000000000000001,4,4,4,search[long lasting easy apply cruelty free lips makeup color set-a price less than 40.00] | click[b077d7rl4p] | click[125 cyclamen] | click[buy now],search[long lasting easy apply cruelty free lips makeup color set-a price less than 40.00] | click[b077d7rl4p] | click[125 cyclamen] | click[buy now],search[long lasting easy apply cruelty free lips makeup color set-a price less than 40.00] | click[b077d7rl4p] | click[125 cyclamen] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
108,True,True,True,0.14285714285714285,0.14285714285714285,0.14285714285714285,3,3,3,search[hand wash men's sleep & lounge long sleeve elastic waistband daily wear color: multi 9 size: large price: <70.00] | click[b09qw2hqrk] | click[Buy Now],search[hand wash men's sleep & lounge long sleeve elastic waistband daily wear color: multi 9 size: large price: <70.00] | click[b09qw2hqrk] | click[Buy Now],search[hand wash men's sleep & lounge long sleeve elastic waistband daily wear color: multi 9 size: large price: <70.00] | click[b09qw2hqrk] | click[Buy Now],,,,success_to_success,0.0,,,,0,0,0,0,0,
109,True,True,True,0.2,0.2,0.2,5,5,9,search[non slip desks for living room color spt-026goo3844 size 15.7x23.6in+15.7x47.2in price lower than 50.00 dollars] | click[b095kctb3y] | click[b095kctb3y] | click[b095kctb3y] | click[buy now],search[non slip desks for living room color spt-026goo3844 size 15.7x23.6in+15.7x47.2in price lower than 50.00 dollars] | click[b095kctb3y] | click[b095kctb3y] | click[b095kctb3y] | click[buy now],search[non slip desks for living room color spt-026goo3844 size 15.7x23.6in+15.7x47.2in price lower than 50.00 dollars] | click[b095kctb3y] | click[b095kctb3y] | click[b095kctb3y] | click[b095kctb3y] | search[non slip desks for living room color spt-026goo3844 size 15.7x23.6in+15.7x47.2in price lower than 50.00 dollars] | click[b095kctb3y] | click[b095kctb3y] | click[buy now],,,4,success_to_success,0.0,3,3,3,1,2,2,1,1,
110,False,False,False,0.0,0.0,0.0,15,15,15,search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color a-green size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search],,,,fail_to_fail,0.0,14,,,0,0,0,0,0,risk detected but verifier did not confirm
111,True,True,True,0.36363636363636365,0.36363636363636365,0.36363636363636365,5,5,5,search[loose fit slim fit men's tuxedo shirts long sleeve short sleeve polyester cotton elastic waist regular fit gym workout d-black medium price lower than 40.00 dollars] | click[next >] | click[b07f2g93bj] | click[medium] | click[buy now],search[loose fit slim fit men's tuxedo shirts long sleeve short sleeve polyester cotton elastic waist regular fit gym workout d-black medium price lower than 40.00 dollars] | click[next >] | click[b07f2g93bj] | click[medium] | click[buy now],search[loose fit slim fit men's tuxedo shirts long sleeve short sleeve polyester cotton elastic waist regular fit gym workout d-black medium price lower than 40.00 dollars] | click[next >] | click[b07f2g93bj] | click[medium] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
112,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,5,5,search[loose fit day comfort hand wash women's tops tees blouses short sleeve polyester spandex teen girls color b15-black size xx-large price lower than 30.00 dollars] | click[next >] | click[next >] | click[b094q7b3ss] | click[buy now],search[loose fit day comfort hand wash women's tops tees blouses short sleeve polyester spandex teen girls color b15-black size xx-large price lower than 30.00 dollars] | click[next >] | click[next >] | click[b094q7b3ss] | click[buy now],search[loose fit day comfort hand wash women's tops tees blouses short sleeve polyester spandex teen girls color b15-black size xx-large price lower than 30.00 dollars] | click[next >] | click[next >] | click[b094q7b3ss] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
113,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,6,search[mens sleep lounge long sleeve elastic waistband daily wear color multi 6 size medium price less than 70.00] | click[next >] | click[next >] | click[next >] | click[b09qgk5xhz] | click[buy now],search[mens sleep lounge long sleeve elastic waistband daily wear color multi 6 size medium price less than 70.00] | click[next >] | click[next >] | click[next >] | click[b09qgk5xhz] | click[buy now],search[mens sleep lounge long sleeve elastic waistband daily wear color multi 6 size medium price less than 70.00] | click[next >] | click[next >] | click[next >] | click[b09qgk5xhz] | click[buy now],,,,success_to_success,0.0,3,3,3,0,1,1,1,0,
114,False,False,False,0.0,0.0,0.0,3,4,4,search[men's fashion sneakers memory foam rubber sole black white size 13 price less than 80.00] | click[b094rbns2k] | click[Buy Now],search[men's fashion sneakers memory foam rubber sole black white size 13 price less than 80.00] | click[b094rbns2k] | click[black] | click[buy now],search[men's fashion sneakers memory foam rubber sole black white size 13 price less than 80.00] | click[b094rbns2k] | click[black] | click[buy now],2,True,2,fail_to_fail,0.0,,,,0,0,0,0,0,risk not detected
115,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red 4x-large tall under 60.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[back to search],,,14,fail_to_fail,0.0,11,13,13,0,1,1,1,0,risk detected but hint ineffective; step budget exhausted
116,True,True,True,0.75,0.75,0.75,12,12,12,search[wash cold machine wash women's suiting blazers button closure polyester spandex long sleeve color z-black&grey size x-large price less than 70.00 dollars] | click[next >] | click[next >] | click[b094q7b3ss] | click[x-large] | click[description] | click[value] | click[value] | click[value] | search[women's suiting blazer polyester spandex long sleeve button closure cold wash machine wash z-black grey x-large under 70] | click[b08dxl22jn] | click[buy now],search[wash cold machine wash women's suiting blazers button closure polyester spandex long sleeve color z-black&grey size x-large price less than 70.00 dollars] | click[next >] | click[next >] | click[b094q7b3ss] | click[x-large] | click[description] | click[value] | click[value] | click[value] | search[women's suiting blazer polyester spandex long sleeve button closure cold wash machine wash z-black grey x-large under 70] | click[b08dxl22jn] | click[buy now],search[wash cold machine wash women's suiting blazers button closure polyester spandex long sleeve color z-black&grey size x-large price less than 70.00 dollars] | click[next >] | click[next >] | click[b094q7b3ss] | click[x-large] | click[description] | click[value] | click[value] | click[value] | search[women's suiting blazer polyester spandex long sleeve button closure x-large under 70] | click[b08dxl22jn] | click[buy now],,,9,success_to_success,0.0,8,8,8,0,1,1,1,0,
117,True,True,True,0.6,0.6,0.6,3,3,3,search[apple wearable technology stainless steel gold 42mm under 50 dollars] | click[b09r1t2p6v] | click[buy now],search[apple wearable technology stainless steel gold 42mm under 50 dollars] | click[b09r1t2p6v] | click[buy now],search[apple wearable technology stainless steel gold 42mm under 50 dollars] | click[b09r1t2p6v] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
118,True,True,True,1.0,1.0,1.0,5,5,5,search[straight leg men's jeans navy 36w x 30l under 80 dollars machine washable] | click[b07gyww3ny] | click[navy] | click[36w x 30l] | click[buy now],search[straight leg men's jeans navy 36w x 30l under 80 dollars machine washable] | click[b07gyww3ny] | click[navy] | click[36w x 30l] | click[buy now],search[straight leg men's jeans navy 36w x 30l under 80 dollars machine washable] | click[b07gyww3ny] | click[navy] | click[36w x 30l] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
119,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[description] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00],search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[description] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00],search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[description] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve charcoal heather (light) large tall under 60.00],,,,fail_to_fail,0.0,14,,,0,0,0,0,0,risk detected but verifier did not confirm
120,True,True,False,0.8,0.8,0.0,7,7,15,"search[super soft decorative pillows for living room emerald green 20''x20'' under 50 dollars] | click[b08l2zdwn2] | click[emerald green] | click[""20''x20''""] | click[""20''x20''""] | click[""20''x20''""] | click[buy now]","search[super soft decorative pillows for living room emerald green 20''x20'' under 50 dollars] | click[b08l2zdwn2] | click[emerald green] | click[""20''x20''""] | click[""20''x20''""] | click[""20''x20''""] | click[buy now]","search[super soft decorative pillows for living room emerald green 20''x20'' under 50 dollars] | click[b08l2zdwn2] | click[emerald green] | click[""20''x20''""] | click[""20''x20''""] | click[""20''x20''""] | click[""20''x20''""] | click[""20''x20''""] | click[""20''x20''""] | click[""buy now""] | click[""buy now""] | click[""emerald green""] | click[""buy now""] | click[""buy now""] | click[""buy now""]",,,6,success_to_fail,-0.8,5,5,5,3,6,5,1,4,repair_harm; first_rule_risk=5; first_verified_error=5; first_hint=5
121,False,False,False,0.0,0.0,0.0,15,15,15,search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[b07hrfsnl4] | click[description] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[next >] | click[b09p7h5yk7] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[next >] | click[b09q67h373] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[b07hrfsnl4] | click[small],search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[b07hrfsnl4] | click[description] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[next >] | click[b09p7h5yk7] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[next >] | click[b09q67h373] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[b07hrfsnl4] | click[small],search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[b07hrfsnl4] | click[description] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[next >] | click[b09p7h5yk7] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[next >] | click[b09q67h373] | click[back to search] | search[officially licensed machine wash men's t-shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color pink fit type men size small price lower than 60.00 dollars] | click[b07hrfsnl4] | click[small],,,,fail_to_fail,0.0,12,,,0,0,0,0,0,risk detected but verifier did not confirm
122,False,False,False,0.0,0.0,0.0,15,15,15,search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 5x-large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 5x-large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 5x-large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 5x-large price less than 40.00] | click[b09qgk5xhz] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 5x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 5x-large price less than 40.00],,,4,fail_to_fail,0.0,3,3,3,0,2,1,1,0,risk detected but hint ineffective; step budget exhausted
123,True,True,True,0.25,0.25,0.25,6,6,6,search[loose fit women's tops tees blouses short sleeve long sleeve color c2-black size large price lower than 50.00 dollars] | click[next >] | click[next >] | click[b095sx6366] | click[large] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color c2-black size large price lower than 50.00 dollars] | click[next >] | click[next >] | click[b095sx6366] | click[large] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color c2-black size large price lower than 50.00 dollars] | click[next >] | click[next >] | click[b095sx6366] | click[large] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
124,False,False,True,0.0,0.0,0.2,15,15,11,search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[b09klqllt2] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[b09klqllt2] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color black fit type women size x-small price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09m63b87v] | click[value] | click[xnj-tshirt325-black] | click[value] | click[value] | click[value] | click[Buy Now],,,4,fail_to_success,0.2,3,3,3,0,2,2,2,0,repair_success; first_rule_risk=3; first_verified_error=3; first_hint=3
125,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,13,13,13,search[men's t-shirts & tanks needle sleeve classic fit color: olive fit type: men size: large price lower than 50.00 dollars] | click[next >] | click[next >] | click[b078wsnd96] | click[back to search] | click[next >] | click[next >] | search[men's t-shirts & tanks needle sleeve classic fit olive color large size under $50] | click[next >] | click[b09r9ycm6r] | click[large] | click[b09r9ycm6r] | click[buy now],search[men's t-shirts & tanks needle sleeve classic fit color: olive fit type: men size: large price lower than 50.00 dollars] | click[next >] | click[next >] | click[b078wsnd96] | click[back to search] | click[next >] | click[next >] | search[men's t-shirts & tanks needle sleeve classic fit olive color large size under $50] | click[next >] | click[b09r9ycm6r] | click[large] | click[b09r9ycm6r] | click[buy now],search[men's t-shirts & tanks needle sleeve classic fit color: olive fit type: men size: large price lower than 50.00 dollars] | click[next >] | click[next >] | click[b078wsnd96] | click[back to search] | click[next >] | click[next >] | search[men's t-shirts & tanks needle sleeve classic fit olive color large size under $50] | click[next >] | click[b09r9ycm6r] | click[large] | click[b09r9ycm6r] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
126,True,True,True,0.42857142857142855,0.42857142857142855,0.42857142857142855,7,7,7,search[machine wash men's dress shirts cotton spandex classic fit short sleeve navy small under 60] | click[next >] | click[next >] | click[b00ed8oh2c] | click[small] | click[lapd navy] | click[buy now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve navy small under 60] | click[next >] | click[next >] | click[b00ed8oh2c] | click[small] | click[lapd navy] | click[buy now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve navy small under 60] | click[next >] | click[next >] | click[b00ed8oh2c] | click[small] | click[lapd navy] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
127,False,False,True,0.0,0.0,0.2857142857142857,15,15,9,search[machine wash men's dress shirts cotton spandex classic fit short sleeve white 4x-large tall under 60 dollars] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve white 4x-large tall under 60 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts cotton spandex classic fit short sleeve white 4x-large tall under 60 dollars] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve white 4x-large tall under 60 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts cotton spandex classic fit short sleeve white 4x-large tall under 60 dollars] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve white 4x-large tall under 60 dollars] | click[next >] | click[next >] | click[next >] | click[b09kxchwgd] | click[buy now],,,7,fail_to_success,0.285714,6,6,6,0,1,1,1,0,repair_success; first_rule_risk=6; first_verified_error=6; first_hint=6
